url,titulo,descricao,quantidade_cama,preco_por_noite,estrelas,quantidade_avaliacoes
https://a0.muscache.com/im/pictures/miso/Hosting-46658109/original/6d8f87ef-7537-4c0a-8094-4940b3831b08.jpeg?im_w=320,Loft em Tambaú ,Loft no coração de Tambaú,2,253,"4,96",52
https://a0.muscache.com/im/pictures/cc535de7-7fa3-42be-adb1-079224c94b5c.jpg?im_w=320,Apartamento em João Pessoa,Apto em Manaíra no 19 andar com vista panorâmica,3,247,"4,67",3
https://a0.muscache.com/im/pictures/0f5df2d8-262e-4a68-ab27-69917bf5f676.jpg?im_w=320,Apartamento em Manaíra,Manaíra - Conforto e ótima localização!,1,149,"4,93",46
https://a0.muscache.com/im/pictures/93e2f0f3-8410-40df-809d-e66b30453d4d.jpg?im_w=320,Apartamento em Jardim Oceania,Belíssimo Apto na praia do Bessa 303,2,215,"4,88",68
https://a0.muscache.com/im/pictures/miso/Hosting-586086144356181792/original/fc0e0abc-008e-4b3d-ab08-f1e9f36ee9a5.jpeg?im_w=320,Apartamento em Manaíra,Prédio com área de lazer completíssima e excelent,1,126,5,3
https://a0.muscache.com/im/pictures/6d3c6ada-9a15-4bad-b1a3-48af918a19fc.jpg?im_w=320,Apartamento em Bessa,Apt super aconchegante e charmoso a 200m da praia,4,145,"4,93",67
https://a0.muscache.com/im/pictures/d4127407-8aaf-47be-94c1-1fcc2f0910a8.jpg?im_w=320,Apartamento em Jardim Oceania,Surpreenda-se com o Caribe Paraibano Apto 103,3,151,"4,65",52
https://a0.muscache.com/im/pictures/prohost-api/Hosting-53237686/original/baea95a9-22e7-4cd1-b388-1b55bb11c2c2.jpeg?im_w=320,Apartamento em Tambaú,Miramar Studio Praia Premium,2,188,"4,38",26
https://a0.muscache.com/im/pictures/3eb0066f-1764-4271-9ed6-5c6c3e3834c7.jpg?im_w=320,Condomínio em Jardim Oceania,lindo apartamento na beira mar da praia do Bessa,1,230,"4,94",35
https://a0.muscache.com/im/pictures/fc909f34-ce94-4086-b662-65134a347909.jpg?im_w=320,Apartamento em João Pessoa,Apartamento de Luxo no Tambaú em Prédio Super Moderno,2,210,5,5
https://a0.muscache.com/im/pictures/6b6a8d11-3ad0-46fc-a1ae-0a59fb3f834a.jpg?im_w=320,Condomínio em Altiplano Cabo Branco,Apto 4min da praia e vista privilegiada para o mar,3,244,"4,81",32
https://a0.muscache.com/im/pictures/miso/Hosting-54164788/original/4245ac9b-1c16-4bfc-b53c-8c7262e0167c.jpeg?im_w=320,Apartamento em Cabo Branco,Flat à beira -mar 406B Infinity At The Sea de Julio,1,290,"4,75",53
https://a0.muscache.com/im/pictures/1161ed22-d395-4a5d-b7db-14af53bcc383.jpg?im_w=320,Apartamento em João Pessoa,Apartamento na praia c/ localização privilégiada.,3,288,5,3
https://a0.muscache.com/im/pictures/69c8b686-5ec8-447b-afe5-6d6da0146589.jpg?im_w=320,Apartamento em Tambaú,Lindo Flat na orla da praia de Tambaú.,1,137,"4,44",274
https://a0.muscache.com/im/pictures/13896481/f20f9eca_original.jpg?im_w=320,Apartamento em João Pessoa,Apartamento em Flat frente à Praia de Cabo Branco,2,147,"4,75",175
https://a0.muscache.com/im/pictures/prohost-api/Hosting-808722089912927289/original/8abd2e0c-d34f-44ce-82cd-2ddb5e230655.jpeg?im_w=320,Apartamento em João Pessoa,"Luxor Paulo Miranda | Vista Mar, Cabo Branco, Wi-Fi",2,222,0,0
https://a0.muscache.com/im/pictures/9252c759-4602-4b1e-8b2a-4a34ed619a93.jpg?im_w=320,Apartamento em Cabo Branco ,Frente à Praia em Cabo Branco,5,237,5,24
https://a0.muscache.com/im/pictures/18c88ab4-57c3-4173-aa9e-5f5bc79354e2.jpg?im_w=320,Apartamento em João Pessoa,Apto nas proximidades do melhor da praia do Bessa.,3,260,5,6
https://a0.muscache.com/im/pictures/miso/Hosting-745581353940399351/original/2bfb8658-090c-48f7-b5ed-52246fc7f28a.png?im_w=320,Apartamento em João Pessoa,Flat à beira-mar 117 Infinity At The Sea por Julio ,1,278,5,12
https://a0.muscache.com/im/pictures/b491f376-3811-4ce6-8a90-8df1f2f7b50a.jpg?im_w=320,Condomínio em Manaíra,APTO 3 Qts completos aconchegante em Manaíra-JP,3,223,"4,94",65
https://a0.muscache.com/im/pictures/ad52741a-c261-43a1-a214-e75e7e22c331.jpg?im_w=320,Apartamento em Manaíra,"Uno Flats 201 - Comodidade, luxo e lazer",2,188,"4,89",244
https://a0.muscache.com/im/pictures/9d439412-589f-41b0-adc3-49f2bf74aa21.jpg?im_w=320,Apartamento em Jardim Oceania,Maravilhoso Flat no Bessa muito próximo à praia,3,243,"4,87",23
https://a0.muscache.com/im/pictures/aea6cade-10af-49fa-9e1b-73471f07bd18.jpg?im_w=320,Apartamento em Cabo Branco ,Flat Praia Cabo Branco ,1,109,"4,56",116
https://a0.muscache.com/im/pictures/8b02c089-08cc-455f-8a09-dd1c56b90989.jpg?im_w=320,Apartamento em Jardim Oceania,Apartamento Praia do Bessa Park Paraíba I,3,171,"4,94",71
https://a0.muscache.com/im/pictures/prohost-api/Hosting-52935885/original/b5104b5c-997f-4077-9bd4-7303aa76a4ee.jpeg?im_w=320,Apartamento em Tambaú,Confort Luxo Praia Premium,1,180,"4,7",64
https://a0.muscache.com/im/pictures/b6575bf4-ca69-4a97-9751-ea38cbe64e15.jpg?im_w=320,Apartamento em Manaíra,Uno Flats #11- luxo pertinho da praia,2,149,"4,9",156
https://a0.muscache.com/im/pictures/miso/Hosting-53868633/original/77e5c9ea-ae4f-407a-8e3e-36edc7bd6772.jpeg?im_w=320,Apartamento em Cabo Branco ,Flat com piscina em localização privilegiada em JP,2,189,"4,87",30
https://a0.muscache.com/im/pictures/622e64ae-6bec-4b10-b06e-2ed1cea601d8.jpg?im_w=320,Apartamento em Tambaú,Holanda's Prime - Flat 213,3,300,"4,59",75
https://a0.muscache.com/im/pictures/miso/Hosting-749375430994551276/original/5b0ce66b-b881-4ed5-9062-b5c880da5248.jpeg?im_w=320,Apartamento em João Pessoa,50% de Desconto-Excelente 2 Quartos perto de Tudo,4,210,0,0
https://a0.muscache.com/im/pictures/miso/Hosting-790656605524246364/original/aaafebe8-7086-41a8-927f-e776b66028f2.jpeg?im_w=320,Apartamento em João Pessoa,"Flat beira-mar de Manaíra, João Pessoa, Paraíba",2,200,0,0
https://a0.muscache.com/im/pictures/ff349dbc-b888-48ba-be3b-6cb3dc8b9b44.jpg?im_w=320,Apartamento em Loteamento Bela Vista,Apto Praia do Bessa Terréo com Transfer,1,114,"4,86",22
https://a0.muscache.com/im/pictures/miso/Hosting-46488419/original/57af1fba-6b33-414d-ac9b-e51c78b5b2e9.jpeg?im_w=320,Apartamento em Manaíra,"Flat em Manaíra, com vista para o mar!",2,161,"4,9",49
https://a0.muscache.com/im/pictures/e9748f79-7dfe-4aa3-ad2a-f392f35ec5e8.jpg?im_w=320,Apartamento em Cabo Branco ,"Apto para temporada com Cabo Branco, João Pessoa.",2,127,"4,84",26
https://a0.muscache.com/im/pictures/miso/Hosting-48545298/original/c7bebad4-6387-4f0d-a7b4-0821f161f92d.jpeg?im_w=320,Apartamento em Tambaú,Flat de Luxo a uma quadra do mar de Tambaú F220,1,227,"4,9",87
https://a0.muscache.com/im/pictures/aaa000e9-6983-4532-a27c-e76a28f54e81.jpg?im_w=320,Apartamento em Tambaú,"Prime localização, bairro Tambaú",1,262,"4,94",33
https://a0.muscache.com/im/pictures/af324d57-4343-4ab3-9964-ecc35c111d88.jpg?im_w=320,Apartamento em Manaíra,Uno Flat em Manaíra,1,139,"4,89",112
https://a0.muscache.com/im/pictures/miso/Hosting-787769475306439067/original/78bc515b-8ad7-4171-b89e-306d833bc647.jpeg?im_w=320,Apartamento em João Pessoa,Flat LUXO beira-mar Tambaú,2,208,5,3
https://a0.muscache.com/im/pictures/miso/Hosting-528333023086827910/original/d54a8cf1-e5f9-4d02-8dc8-5e81d54215d2.jpeg?im_w=320,Apartamento em Manaíra,Apartamento a beira-mar em Manaíra,2,216,"4,81",21
https://a0.muscache.com/im/pictures/miso/Hosting-54236116/original/8a146eab-c7d0-4a11-99bd-160b31227a2e.jpeg?im_w=320,Apartamento em Cabo Branco,Flat à beira-mar 205A Infinity At The Sea por Julio,1,270,"4,7",44
https://a0.muscache.com/im/pictures/miso/Hosting-51647942/original/2a567c20-7ba7-4e3f-b812-b6115536452e.jpeg?im_w=320,Apartamento em Manaíra,Belíssimo Ap 2 quartos climatizados,2,254,"4,94",51
https://a0.muscache.com/im/pictures/963159ec-e72f-483b-acc1-f360a6f5a756.jpg?im_w=320,Apartamento em Cabo Branco,Flat FANTÁSTICO a beira mar no Cabo Branco,2,195,"4,97",122
https://a0.muscache.com/im/pictures/16a4cb8d-f8c1-4534-af77-9e25fb9a5438.jpg?im_w=320,Apartamento em Cabo Branco,PHG Flats VM,1,208,"4,87",15
https://a0.muscache.com/im/pictures/4cea4d96-8c37-4eb0-94e7-954f50d8a019.jpg?im_w=320,Apartamento em Jardim Oceania,"Flat completo a 200 do mar, área de lazer top",2,230,"4,94",49
https://a0.muscache.com/im/pictures/miso/Hosting-52007352/original/56c54488-bd8a-4288-8c98-715a4d1be5fe.jpeg?im_w=320,Apartamento em Altiplano Cabo Branco ,Ap de Luxo Parthenon vista para o mar,3,346,"4,97",33
https://a0.muscache.com/im/pictures/miso/Hosting-29516145/original/f3d0323f-dca9-41bd-a9f8-44a1288dda5f.jpeg?im_w=320,Apartamento em Tambaú,Cobertura c/ jacuzzi a 150mts da praia de Tambaú ,4,450,"4,94",87
https://a0.muscache.com/im/pictures/miso/Hosting-631813061476557538/original/a0128460-fe70-454d-bf7f-090ac1a670e2.jpeg?im_w=320,Apartamento em João Pessoa,Completo e Luxuoso! VIAGEM DE IDA #03,1,245,5,11
https://a0.muscache.com/im/pictures/miso/Hosting-724560785015496340/original/4c791190-571d-482c-8adb-3e38c58c4094.jpeg?im_w=320,Apartamento em João Pessoa,Apto com ótima área de lazer e localização (909),3,183,"4,71",7
https://a0.muscache.com/im/pictures/0865d23c-0d61-4e88-a2ab-03a019e8b059.jpg?im_w=320,Apartamento em Cabo Branco,Flat novíssimo e moderno no melhor do Cabo Branco ,2,165,"4,95",189
https://a0.muscache.com/im/pictures/miso/Hosting-48523388/original/ada1e089-a92c-4af9-9bd1-8e445e9e9675.png?im_w=320,Quarto inteiro em Jardim Oceania,Edifício Flat Atlântico Norte: Apartamento de luxo,1,149,"4,65",46
https://a0.muscache.com/im/pictures/miso/Hosting-28078783/original/d955ca12-6c89-426d-ab2e-104219e2d0d6.jpeg?im_w=320,Apartamento em Manaíra,Ótimo apartamento próximo da praia,3,262,"4,97",72
https://a0.muscache.com/im/pictures/ec55fdbd-724b-43af-acbe-6a44f352fd7f.jpg?im_w=320,Apartamento em Jardim Oceania,Flat de Excelência e Preço baixo.,3,244,"4,91",146
https://a0.muscache.com/im/pictures/prohost-api/Hosting-562964694315650776/original/65f85cb0-3d00-4201-884b-c9885fe24aad.jpeg?im_w=320,Apartamento em Cabo Branco,Bauten Cabo Branco 307 - Flat moderno e equipado próximo a...,3,189,"4,46",13
https://a0.muscache.com/im/pictures/9faadaf9-dbf6-4f57-8e7e-4cd07f3fdbdf.jpg?im_w=320,Apartamento em João Pessoa,Flat novíssimo alto padrão todo equipado,1,256,5,5
https://a0.muscache.com/im/pictures/3ab186d8-93de-4af5-88ce-f0bcb6d228aa.jpg?im_w=320,Apartamento em Manaíra,Manaia Apart Hotel ,1,115,"4,83",141
https://a0.muscache.com/im/pictures/miso/Hosting-812512006109316557/original/43d832ee-db66-4cc9-871a-99e003db9bd4.jpeg?im_w=320,Apartamento em João Pessoa,Apartamento completo. Ótimo custo benefício,2,103,0,0
https://a0.muscache.com/im/pictures/2642909f-1204-4303-8f14-2b9850c4a6aa.jpg?im_w=320,Apartamento em Manaíra,Flat Luxo Beira-Mar com Varanda - Manaíra Palace,2,270,"4,82",76
https://a0.muscache.com/im/pictures/7f63f446-651e-4e39-acb5-e2d0c21e3edb.jpg?im_w=320,Apartamento em João Pessoa,Ótimo Apartamento em Tambauzinho,3,103,"4,45",156
https://a0.muscache.com/im/pictures/miso/Hosting-52385630/original/8ce8a4bf-7a1a-41a9-89b3-e6fd9c0bb5b5.jpeg?im_w=320,Apartamento em Cabo Branco,Flat à beira-mar 216 Infinity At The Sea por Julio,1,318,"4,91",82
https://a0.muscache.com/im/pictures/23299e74-3612-4e53-ad24-c536099cf834.jpg?im_w=320,Apartamento em Cabo Branco ,BEIRA MAR DE JOÃO PESSOA C/ AR APTO 412,1,168,"4,47",180
https://a0.muscache.com/im/pictures/bb86a97a-c960-49d0-af6f-90d75b252364.jpg?im_w=320,Apartamento em Cabo Branco ,Duas suítes em prédio frente mar! Bem decorado!,3,319,"4,98",59
https://a0.muscache.com/im/pictures/14f945b2-86cf-4ed8-94b4-d6bd35290f14.jpg?im_w=320,Apartamento em Manaíra,Manaíra - Urbani - Apt 2 Quartos climatizados!,3,242,"4,98",112
https://a0.muscache.com/im/pictures/673acbeb-99aa-44d9-93d8-7eaa19dafb4f.jpg?im_w=320,Apartamento em Manaíra,Espetacular flat de frente para o mar com Piscina!,2,192,"4,9",58
https://a0.muscache.com/im/pictures/c372d02d-4534-44d9-8a96-a8d277869de8.jpg?im_w=320,Apartamento em João Pessoa,"APARTAMENTO 03 AGRADÁVEL, CHARMOSO NA BEIRA-MAR!",2,220,"4,93",70
https://a0.muscache.com/im/pictures/miso/Hosting-30821315/original/eda2cd7e-9326-4c35-b8f4-03c504bbc17a.jpeg?im_w=320,Condomínio em Tambaú,Luxor - O LUGAR DO SEU DESCANSO,2,254,5,37
https://a0.muscache.com/im/pictures/ef62d090-c917-4dc4-9faf-982f5424aebb.jpg?im_w=320,Apartamento em Cabo Branco,Cabo Branco - Flat BEIRA MAR -1,2,240,"4,81",57
https://a0.muscache.com/im/pictures/miso/Hosting-604349626325672099/original/7a78c1e0-817b-489c-9513-29d8323fd35a.jpeg?im_w=320,Apartamento em Cabo Branco,Apto 3 quartos com piscina e pertinho da praia.,4,370,5,7
https://a0.muscache.com/im/pictures/miso/Hosting-795786521414416025/original/170f08e4-7d2f-4a8f-bea5-12aa6464871e.jpeg?im_w=320,Apartamento em João Pessoa,Ap 2 quartos com piscina na cobertura perto do mar,2,267,0,0
https://a0.muscache.com/im/pictures/miso/Hosting-46965214/original/f6a2dd83-b0b5-4cc9-8e1c-2c7af880394d.jpeg?im_w=320,Apartamento em Cabo Branco ,Flat praia de cabo branco,3,278,"4,97",60
https://a0.muscache.com/im/pictures/20b8a480-257d-422f-9611-6d4fb06ed33c.jpg?im_w=320,Quarto inteiro em Manaíra,Quarto 2,1,90,"4,93",15
https://a0.muscache.com/im/pictures/b724edff-65d9-402b-b4b9-b58bcf9e2352.jpg?im_w=320,Apartamento em Tambaú,Apto 316 com vista pro mar da Praia de Tambaú,3,269,"4,8",95
https://a0.muscache.com/im/pictures/miso/Hosting-768965230835989297/original/db69f68d-c5b1-41fc-aa57-d882a2968709.jpeg?im_w=320,Apartamento em João Pessoa ,Flat dos sonhos 615,2,204,0,0
https://a0.muscache.com/im/pictures/7ce1d165-bccb-43f6-ab74-6facd41b4829.jpg?im_w=320,Apartamento em Tambaú,Flat inteiro TAMBAÚ (Vista Mar),1,200,"4,92",119
https://a0.muscache.com/im/pictures/54c68b96-f65d-4abd-9ca1-e7fb27186118.jpg?im_w=320,Condomínio em João Pessoa ,Apar Beira Mar em João Pessoa Luxor Paulo Miranda,4,464,"4,83",74
https://a0.muscache.com/im/pictures/4fbb9a6e-7b00-478b-977e-e82d8704fc5a.jpg?im_w=320,Apartamento em Manaíra,"Flat Com vista para o mar, quarto com varanda",4,180,"4,83",30
https://a0.muscache.com/im/pictures/7ead37d9-1291-474b-a9c5-8295d42e72a2.jpg?im_w=320,Apartamento em Manaíra,Fantástico Flat c/ varanda beira-mar +wifi/garagem,2,185,"4,96",115
https://a0.muscache.com/im/pictures/73ff5a8d-4b53-41b3-9d18-a19e8db19304.jpg?im_w=320,Apartamento em João Pessoa ,Apto em condomínio Luxuoso próximo ao mar.,2,210,"4,61",107
https://a0.muscache.com/im/pictures/miso/Hosting-742109202025732621/original/916c0cad-faf7-4a4b-86a6-cc5826964c74.jpeg?im_w=320,Apartamento em João Pessoa,"""flat"" beira-mar em Cabo Branco no Infinity !",1,267,5,5
https://a0.muscache.com/im/pictures/870b2bbc-c691-4b3e-8a2e-1318780458f0.jpg?im_w=320,Apartamento em Cabo Branco ,Flat Show- Novo e lindo! No melhor do Cabo Branco ,2,183,"4,96",172
https://a0.muscache.com/im/pictures/74b6e8ee-bb90-4d18-8455-962c893c7e84.jpg?im_w=320,Apartamento em Jardim Oceania,O melhor estúdio Miramar/Jd Rosas ,2,177,"4,93",46
https://a0.muscache.com/im/pictures/bf952a4f-5145-4bf6-974e-4b892982d59e.jpg?im_w=320,Apartamento em Cabo Branco ,Flat NOVO à beira mar - Orla de Cabo Branco,1,208,"4,97",61
https://a0.muscache.com/im/pictures/miso/Hosting-720804642246163483/original/d6bb20d3-d958-4437-a5c2-eec6e2dc25c3.jpeg?im_w=320,Apartamento em João Pessoa,Manaira Gold flat 1505 vizinho shopping,1,160,"4,92",12
https://a0.muscache.com/im/pictures/cec18dc9-4332-4a21-bb9f-3f60882653cb.jpg?im_w=320,Apartamento em Jardim Oceania,Studio na Praia do Bessa c/ lazer maraivilho ,1,186,"4,96",25
https://a0.muscache.com/im/pictures/miso/Hosting-559187077483882867/original/b7caa415-67e0-48cf-9f14-4386e538ae0f.jpeg?im_w=320,Apartamento em Cabo Branco ,Flat à beira-mar 411 Infinity At The Sea por Julio,1,326,"4,78",55
https://a0.muscache.com/im/pictures/7e6b632f-d297-4bb2-bf3c-9046efa24a42.jpg?im_w=320,Quarto inteiro em Manaíra,"Flat Beira Mar, viva momentos inesquecíveis",1,205,"4,9",165
https://a0.muscache.com/im/pictures/3bed2f7e-6174-42f3-b748-f6d5ef0a3bbd.jpg?im_w=320,Apartamento em Tambaú,Estudio novinho em frente à praia de Tambaú,2,198,"4,94",53
https://a0.muscache.com/im/pictures/miso/Hosting-51101040/original/eb4ee3e4-dc91-44ed-83fa-80743691dfdd.jpeg?im_w=320,Quarto inteiro em Cabo Branco ,Flat inteiro - Cabo Branco Goldflat Ap 110,2,200,"4,86",51
https://a0.muscache.com/im/pictures/miso/Hosting-810834839915465894/original/01cfebbf-3665-4591-94f7-40982b562e17.jpeg?im_w=320,Apartamento em João Pessoa,Israel Flat Tambaú,1,193,0,0
https://a0.muscache.com/im/pictures/cc69df64-d191-4764-a0c4-b8aeb27794a6.jpg?im_w=320,Apartamento em Manaíra,Manaíra Flat 206,1,116,"4,62",81
https://a0.muscache.com/im/pictures/2bbd0b23-8320-44bc-89ef-980dd7b3c1f5.jpg?im_w=320,Apartamento em Cabo Branco ,Flat completo na beira-mar de Cabo Branco ,2,199,"4,78",18
https://a0.muscache.com/im/pictures/c63a3dfb-90b8-46de-a638-9ae132b840b6.jpg?im_w=320,Apartamento em Conjunto Esplanada,Melhor custo benefício de João Pessoa! ALGAROBA,2,87,"4,78",72
https://a0.muscache.com/im/pictures/miso/Hosting-644762522010090483/original/3f9bfbc9-484f-4bb8-a289-85eab77bf698.jpeg?im_w=320,Apartamento em João Pessoa,Flat à beira-mar 119 Ambassador Flat de Julio,2,232,"4,65",26
https://a0.muscache.com/im/pictures/miso/Hosting-50330432/original/420bc15a-57d4-4d2c-81db-bc11290ccb1c.jpeg?im_w=320,Apartamento em Tambaú,Maravilhoso Flat com vista para o mar F311,1,228,"4,85",62
https://a0.muscache.com/im/pictures/miso/Hosting-45366925/original/15ca13bf-8707-4fa1-8e55-b642d59439a1.jpeg?im_w=320,Apartamento em Cabo Branco ,Flat confortável à beira-mar da praia Cabo Branco,2,146,"4,58",146
https://a0.muscache.com/im/pictures/miso/Hosting-808917932567324767/original/dba75340-5a1e-40fa-b57d-817f89926fef.jpeg?im_w=320,Apartamento em João Pessoa ,Apartamento Manaíra Tudo Novo,6,208,0,0
https://a0.muscache.com/im/pictures/miso/Hosting-764503983697496737/original/bad5b503-a9b9-4583-9eb3-f66a038ed006.jpeg?im_w=320,Apartamento em João Pessoa ,Atacama Bessa 400 m da praia,1,175,5,3
https://a0.muscache.com/im/pictures/7367bd38-c512-420a-9ab0-5820d8b99992.jpg?im_w=320,Apartamento em João Pessoa ,Apto a beira-mar 413 Ambassador Flat,3,194,"4,67",6
https://a0.muscache.com/im/pictures/6e0845f3-3cee-46e0-935b-fdbb7a3006cd.jpg?im_w=320,Apartamento em João Pessoa,Lindo Apto Beira Mar Cabo Branco ,2,224,0,0
https://a0.muscache.com/im/pictures/miso/Hosting-721703196617465403/original/88bf99dc-b4d9-4550-b127-752233049be9.jpeg?im_w=320,Apartamento em João Pessoa ,Flat 503 (Duplo) Vivendas do MAR,1,208,5,4
https://a0.muscache.com/im/pictures/miso/Hosting-760102529609852923/original/b335da2f-72ae-4d23-b17c-9bb53c011b1b.jpeg?im_w=320,Loft em João Pessoa,Lindo apto pé na areia com vista de tirar o fôlego,1,414,5,9
